 Nascidos vivos - Brasil;;;;;;;
Nascim p/resid.mãe por Município e Estado civil mãe;;;;;;;
Período:2000-2022;;;;;;;
Município;Solteira;Casada;Viúva;Separada judicialmente;União consensual;Ignorado;Total
172130 TUPIRATINS;251;179;1;3;144;5;583
172208 WANDERLANDIA;2388;926;6;31;296;37;3684
172210 XAMBIOA;3786;1472;11;36;769;42;6116
 MUNICIPIO IGNORADO - MA;44;23;-;-;10;7;84
210005 ACAILANDIA;28801;14262;82;219;3788;254;47406
210010 AFONSO CUNHA;1825;772;5;9;146;33;2790
210015 AGUA DOCE DO MARANHAO;1613;651;3;6;1133;181;3587
210020 ALCANTARA;4543;591;10;10;922;89;6165
210030 ALDEIAS ALTAS;7112;2094;21;12;987;215;10441
210040 ALTAMIRA DO MARANHAO;1384;693;4;4;404;51;2540
210043 ALTO ALEGRE DO MARANHAO;5286;1467;18;12;2513;168;9464
210047 ALTO ALEGRE DO PINDARE;6306;2583;24;25;3228;215;12381
210050 ALTO PARNAIBA;3049;951;13;12;491;77;4593
210055 AMAPA DO MARANHAO;1504;335;5;4;726;42;2616
210060 AMARANTE DO MARANHAO;11761;3690;21;25;1649;208;17354
210070 ANAJATUBA;5493;919;12;14;1165;120;7723
210080 ANAPURUS;4904;821;9;10;901;282;6927
210083 APICUM-ACU;3439;426;5;9;1655;112;5646
210087 ARAGUANA;2073;647;5;3;612;36;3376
210090 ARAIOSES;8041;2340;16;12;3745;210;14364
210095 ARAME;8715;3070;26;25;2279;303;14418
210100 ARARI;6177;2088;18;30;2860;393;11566
210110 AXIXA;2655;435;4;11;785;213;4103
210120 BACABAL;21537;8954;83;80;11013;795;42462
210125 BACABEIRA;3462;859;3;15;1360;161;5860
210130 BACURI;3727;526;10;6;1933;131;6333
210135 BACURITUBA;1185;89;1;-;165;29;1469
210140 BALSAS;32299;11221;91;156;1992;562;46321
210150 BARAO DE GRAJAU;2529;2570;14;16;1127;50;6306
210160 BARRA DO CORDA;21762;10289;72;93;5225;254;37695
210170 BARREIRINHAS;19084;3595;36;47;4579;170;27511
210173 BELAGUA;2313;703;7;9;1077;68;4177
210177 BELA VISTA DO MARANHAO;2313;775;7;8;1100;44;4247
210180 BENEDITO LEITE;669;660;6;4;361;19;1719
210190 BEQUIMAO;4891;393;8;6;734;28;6060
210193 BERNARDO DO MEARIM;895;524;9;7;282;18;1735
210197 BOA VISTA DO GURUPI;1684;321;2;7;1134;36;3184
210200 BOM JARDIM;8083;2570;26;34;3331;144;14188
210203 BOM JESUS DAS SELVAS;6434;2036;10;20;1520;99;10119
210207 BOM LUGAR;1780;836;10;6;1081;53;3766
210210 BREJO;10118;2247;15;16;1179;196;13771
210215 BREJO DE AREIA;1645;1040;7;7;660;25;3384
210220 BURITI;11738;1802;12;9;933;127;14621
210230 BURITI BRAVO;4322;3251;26;22;1929;123;9673
210232 BURITICUPU;22290;5495;43;55;2235;428;30546
210235 BURITIRANA;3181;1398;10;23;105;30;4747
210237 CACHOEIRA GRANDE;1881;278;3;9;935;78;3184
210240 CAJAPIO;2975;399;7;1;502;192;4076
210250 CAJARI;3600;512;19;8;1616;186;5941
210255 CAMPESTRE DO MARANHAO;3588;1190;10;19;308;69;5184
210260 CANDIDO MENDES;4138;628;10;9;1481;120;6386
210270 CANTANHEDE;5363;868;4;14;1022;146;7417
210275 CAPINZAL DO NORTE;1709;1053;10;9;802;70;3653
210280 CAROLINA;5188;2409;12;24;1110;123;8866
210290 CARUTAPERA;6268;703;10;11;2248;106;9346
210300 CAXIAS;38542;17133;97;112;5726;2247;63857
210310 CEDRAL;1877;229;1;5;655;49;2816
210312 CENTRAL DO MARANHAO;1983;197;6;5;746;40;2977
210315 CENTRO DO GUILHERME;1804;722;4;5;1595;74;4204
210317 CENTRO NOVO DO MARANHAO;3189;838;9;18;2221;73;6348
210320 CHAPADINHA;28658;6179;69;53;2343;927;38229
210325 CIDELANDIA;3150;1079;8;7;135;25;4404
210330 CODO;33057;10108;72;68;8916;399;52620
210340 COELHO NETO;16098;5065;33;41;783;171;22191
210350 COLINAS;10898;4007;28;29;1198;93;16253
210355 CONCEICAO DO LAGO-ACU;2953;707;5;10;1785;146;5606
210360 COROATA;13796;6408;56;65;7898;804;29027
210370 CURURUPU;4019;898;18;20;6822;182;11959
210375 DAVINOPOLIS;3762;1237;10;34;122;40;5205
210380 DOM PEDRO;3386;3600;40;22;1113;173;8334
210390 DUQUE BACELAR;3378;1173;9;6;307;31;4904
210400 ESPERANTINOPOLIS;3688;2238;16;19;1896;96;7953
210405 ESTREITO;6866;4406;24;50;2846;224;14416
210407 FEIRA NOVA DO MARANHAO;1510;729;9;3;422;33;2706
210408 FERNANDO FALCAO;2059;1435;4;7;1098;109;4712
210409 FORMOSA DA SERRA NEGRA;3314;2612;12;7;487;32;6464
210410 FORTALEZA DOS NOGUEIRAS;2645;2066;18;23;520;46;5318
210420 FORTUNA;3397;2744;18;20;1074;276;7529
210430 GODOFREDO VIANA;2008;254;5;5;939;33;3244
210440 GONCALVES DIAS;3202;1976;17;22;845;68;6130
210450 GOVERNADOR ARCHER;2135;1113;6;9;506;33;3802
210455 GOVERNADOR EDISON LOBAO;4453;1263;14;35;174;27;5966
210460 GOVERNADOR EUGENIO BARROS;3419;1819;12;12;829;85;6176
210462 GOVERNADOR LUIZ ROCHA;1642;1279;7;10;369;68;3375
210465 GOVERNADOR NEWTON BELLO;2251;993;5;6;528;46;3829
210467 GOVERNADOR NUNES FREIRE;7149;2045;24;29;3562;193;13002
210470 GRACA ARANHA;791;656;8;5;320;113;1893
210480 GRAJAU;23313;9305;65;100;1952;591;35326
210490 GUIMARAES;2944;314;3;6;583;192;4042
210500 HUMBERTO DE CAMPOS;9181;654;13;9;823;307;10987
210510 ICATU;6124;973;22;10;2496;276;9901
210515 IGARAPE DO MEIO;3158;779;7;5;1822;55;5826
210520 IGARAPE GRANDE;2164;1257;12;22;631;75;4161
210530 IMPERATRIZ;68930;40377;232;974;3143;1201;114857
210535 ITAIPAVA DO GRAJAU;2880;1401;8;10;959;304;5562
210540 ITAPECURU MIRIM;20901;3170;40;63;4144;343;28661
210542 ITINGA DO MARANHAO;5747;2203;19;27;603;109;8708
210545 JATOBA;2002;986;8;-;202;20;3218
210547 JENIPAPO DOS VIEIRAS;3505;1444;12;10;1928;136;7035
210550 JOAO LISBOA;6595;3203;14;50;282;141;10285
210560 JOSELANDIA;2595;2035;16;16;1161;217;6040
210565 JUNCO DO MARANHAO;1282;415;4;7;825;37;2570
210570 LAGO DA PEDRA;10656;5186;59;40;5085;180;21206
210580 LAGO DO JUNCO;1869;839;15;5;1008;55;3791
210590 LAGO VERDE;4347;1047;16;9;1637;118;7174
210592 LAGOA DO MATO;1136;1461;10;2;355;34;2998
210594 LAGO DOS RODRIGUES;1602;884;5;9;701;69;3270
210596 LAGOA GRANDE DO MARANHAO;2958;878;12;11;1398;44;5301
210598 LAJEADO NOVO;1543;623;2;6;131;20;2325
210600 LIMA CAMPOS;3014;1333;18;18;421;84;4888
210610 LORETO;2368;996;14;15;415;53;3861
210620 LUIS DOMINGUES;1353;275;3;5;775;70;2481
210630 MAGALHAES DE ALMEIDA;2882;1073;7;20;1631;61;5674
210632 MARACACUME;4359;1285;12;16;2445;101;8218
210635 MARAJA DO SENA;1462;656;4;2;629;47;2800
210637 MARANHAOZINHO;2007;679;5;5;1282;126;4104
210640 MATA ROMA;5445;1014;10;5;935;157;7566
210650 MATINHA;7049;979;15;13;931;83;9070
210660 MATOES;5100;3861;16;33;2195;430;11635
210663 MATOES DO NORTE;1839;300;5;5;526;42;2717
210667 MILAGRES DO MARANHAO;1419;282;1;4;293;34;2033
210670 MIRADOR;4640;1991;16;17;1210;73;7947
210675 MIRANDA DO NORTE;4789;1238;17;13;1748;89;7894
210680 MIRINZAL;3790;386;11;10;1211;72;5480
210690 MONCAO;8037;1094;13;9;2837;107;12097
210700 MONTES ALTOS;2649;640;8;10;91;163;3561
210710 MORROS;3901;1207;8;14;2193;358;7681
210720 NINA RODRIGUES;4110;677;8;6;410;48;5259
210725 NOVA COLINAS;1087;593;1;9;181;113;1984
210730 NOVA IORQUE;682;435;1;3;118;24;1263
210735 NOVA OLINDA DO MARANHAO;3736;1284;17;6;1275;110;6428
210740 OLHO D'AGUA DAS CUNHAS;3674;1375;9;12;1047;440;6557
210745 OLINDA NOVA DO MARANHAO;3717;537;10;5;273;105;4647
210750 PACO DO LUMIAR;17914;8105;53;120;8808;674;35674
210760 PALMEIRANDIA;3963;580;5;8;1301;150;6007
210770 PARAIBANO;3617;3135;16;21;1083;100;7972
210780 PARNARAMA;4539;5296;25;36;2503;900;13299
210790 PASSAGEM FRANCA;3799;2874;16;11;1062;78;7840
210800 PASTOS BONS;3784;2357;12;36;1040;68;7297
210805 PAULINO NEVES;3092;930;6;17;2375;274;6694
210810 PAULO RAMOS;5798;2277;26;17;1048;108;9274
210820 PEDREIRAS;8458;4978;47;74;2307;196;16060
210825 PEDRO DO ROSARIO;4824;817;16;9;2065;170;7901
210830 PENALVA;10143;1637;30;11;3311;354;15486
210840 PERI MIRIM;2261;262;6;2;776;92;3399
210845 PERITORO;5017;1694;27;15;2285;236;9274
210850 PINDARE-MIRIM;8736;1996;34;36;2716;167;13685
210860 PINHEIRO;21117;4021;35;37;9384;181;34775
210870 PIO XII;8287;1566;11;14;903;108;10889
210880 PIRAPEMAS;4836;1105;26;12;898;287;7164
210890 POCAO DE PEDRAS;3767;2259;12;10;1110;80;7238
210900 PORTO FRANCO;6396;2818;24;58;584;115;9995
210905 PORTO RICO DO MARANHAO;1350;144;3;5;504;68;2074
210910 PRESIDENTE DUTRA;8063;7111;45;51;3229;120;18619
210920 PRESIDENTE JUSCELINO;3050;469;4;9;1281;89;4902
210923 PRESIDENTE MEDICI;1208;331;4;4;696;39;2282
210927 PRESIDENTE SARNEY;3965;654;11;6;2543;86;7265
210930 PRESIDENTE VARGAS;3083;504;12;7;929;139;4674
210940 PRIMEIRA CRUZ;3446;479;5;8;479;48;4465
210945 RAPOSA;6371;1866;19;29;2985;239;11509
210950 RIACHAO;5204;1996;17;21;1327;77;8642
210955 RIBAMAR FIQUENE;2006;521;6;7;126;16;2682
210960 ROSARIO;9170;1802;24;24;3779;647;15446
210970 SAMBAIBA;958;373;5;2;112;16;1466
210975 SANTA FILOMENA DO MARANHAO;704;833;6;2;284;177;2006
210980 SANTA HELENA;4976;1209;15;29;5776;162;12167
210990 SANTA INES;20369;8992;84;118;9509;248;39320
211000 SANTA LUZIA;14804;7274;74;55;7597;418;30222
211003 SANTA LUZIA DO PARUA;4697;1921;11;21;2364;169;9183
211010 SANTA QUITERIA DO MARANHAO;8058;2268;17;9;1297;178;11827
211020 SANTA RITA;9282;1670;21;25;2082;120;13200
211023 SANTANA DO MARANHAO;1752;460;5;5;813;62;3097
211027 SANTO AMARO DO MARANHAO;3083;492;9;5;789;61;4439
211030 SANTO ANTONIO DOS LOPES;2943;1804;15;12;701;215;5690
211040 SAO BENEDITO DO RIO PRETO;6830;1005;9;6;1043;221;9114
211050 SAO BENTO;10626;1490;12;28;598;222;12976
211060 SAO BERNARDO;7354;2027;19;11;2265;180;11856
211065 SAO DOMINGOS DO AZEITAO;1338;576;3;2;449;284;2652
211070 SAO DOMINGOS DO MARANHAO;5685;5921;24;31;3137;867;15665
211080 SAO FELIX DE BALSAS;623;422;6;2;232;20;1305
211085 SAO FRANCISCO DO BREJAO;2077;785;6;5;61;30;2964
211090 SAO FRANCISCO DO MARANHAO;1412;1468;8;12;574;179;3653
211100 SAO JOAO BATISTA;4948;922;8;11;845;174;6908
211102 SAO JOAO DO CARU;2739;851;7;7;1205;53;4862
211105 SAO JOAO DO PARAISO;2435;1045;5;13;251;47;3796
211107 SAO JOAO DO SOTER;4151;1411;14;6;734;228;6544
211110 SAO JOAO DOS PATOS;4318;3466;16;22;1693;160;9675
211120 SAO JOSE DE RIBAMAR;32104;12424;96;183;15550;853;61210
211125 SAO JOSE DOS BASILIOS;936;933;5;4;474;127;2479
211130 SAO LUIS;200193;100496;658;1465;83793;9961;396566
211140 SAO LUIS GONZAGA DO MARANHAO;4669;1575;18;19;1544;163;7988
211150 SAO MATEUS DO MARANHAO;9216;3083;32;40;3978;279;16628
211153 SAO PEDRO DA AGUA BRANCA;2912;723;9;6;265;75;3990
211157 SAO PEDRO DOS CRENTES;704;693;3;6;344;16;1766
211160 SAO RAIMUNDO DAS MANGABEIRAS;4454;2219;16;41;552;88;7370
211163 SAO RAIMUNDO DO DOCA BEZERRA;1026;623;7;4;472;14;2146
211167 SAO ROBERTO;940;561;8;5;469;20;2003
211170 SAO VICENTE FERRER;6069;833;11;14;341;135;7403
211172 SATUBINHA;1518;394;5;2;638;41;2598
211174 SENADOR ALEXANDRE COSTA;2226;1054;6;4;891;101;4282
211176 SENADOR LA ROCQUE;5574;2007;19;33;116;45;7794
211178 SERRANO DO MARANHAO;1542;268;6;4;1802;80;3702
211180 SITIO NOVO;3494;2174;8;19;763;57;6515
211190 SUCUPIRA DO NORTE;2597;1056;12;6;242;36;3949
211195 SUCUPIRA DO RIACHAO;908;549;4;8;264;47;1780
211200 TASSO FRAGOSO;2234;536;3;5;171;43;2992
211210 TIMBIRAS;7211;2072;25;19;2758;456;12541
211220 TIMON;21762;21150;109;227;19083;3720;66051
211223 TRIZIDELA DO VALE;4245;2244;25;24;1463;90;8091
211227 TUFILANDIA;1249;537;2;2;599;44;2433
211230 TUNTUM;6156;5230;37;34;1632;1084;14173
211240 TURIACU;9821;795;12;22;2652;91;13393
211245 TURILANDIA;4045;786;23;15;2319;148;7336
211250 TUTOIA;10706;2863;30;29;8111;434;22173
211260 URBANO SANTOS;9275;1463;16;16;3822;210;14802
211270 VARGEM GRANDE;14738;2118;32;25;4109;327;21349
211280 VIANA;15253;2537;121;56;3820;431;22218
211285 VILA NOVA DOS MARTIRIOS;2479;756;4;15;180;102;3536
211290 VITORIA DO MEARIM;6299;2372;37;51;4861;180;13800
211300 VITORINO FREIRE;7310;3075;32;38;2327;294;13076
211400 ZE DOCA;12488;5219;46;51;2794;107;20705
 MUNICIPIO IGNORADO - PI;11;14;-;-;3;-;28
220005 ACAUA;844;756;6;5;626;30;2267
220010 AGRICOLANDIA;483;837;4;14;329;38;1705
220020 AGUA BRANCA;2281;2917;17;36;1184;117;6552
220025 ALAGOINHA DO PIAUI;788;1128;3;3;310;9;2241
220027 ALEGRETE DO PIAUI;570;806;1;8;192;5;1582
220030 ALTO LONGA;1019;1680;6;13;652;107;3477
220040 ALTOS;4930;6200;24;43;3392;309;14898
220045 ALVORADA DO GURGUEIA;812;703;4;4;418;53;1994
220050 AMARANTE;2985;2278;17;20;1196;117;6613
220060 ANGICAL DO PIAUI;714;943;5;13;471;68;2214
220070 ANISIO DE ABREU;805;1401;9;11;954;63;3243
220080 ANTONIO ALMEIDA;476;306;-;4;275;11;1072
220090 AROAZES;722;798;2;6;257;53;1838
220095 AROEIRAS DO ITAIM;204;161;1;1;87;1;455
220100 ARRAIAL;785;591;1;2;246;27;1652
220105 ASSUNCAO DO PIAUI;1628;965;10;11;610;96;3320
220110 AVELINO LOPES;1775;1900;20;19;868;70;4652
220115 BAIXA GRANDE DO RIBEIRO;1468;2193;7;10;1607;52;5337
220117 BARRA D'ALCANTARA;395;692;3;3;122;7;1222
220120 BARRAS;5926;7085;18;114;5235;478;18856
220130 BARREIRAS DO PIAUI;487;268;1;5;248;14;1023
220140 BARRO DURO;741;929;10;6;510;96;2292
220150 BATALHA;2907;3128;12;21;2677;190;8935
220155 BELA VISTA DO PIAUI;247;774;4;1;203;20;1249
220157 BELEM DO PIAUI;362;349;1;5;118;13;848
220160 BENEDITINOS;861;1406;6;10;638;95;3016
220170 BERTOLINIA;741;817;5;10;357;30;1960
220173 BETANIA DO PIAUI;1442;757;5;3;531;38;2776
220177 BOA HORA;663;946;2;10;618;66;2305
220180 BOCAINA;351;695;2;2;127;4;1181
220190 BOM JESUS;3501;4511;19;21;2561;170;10783
220191 BOM PRINCIPIO DO PIAUI;1033;687;5;3;737;53;2518
220192 BONFIM DO PIAUI;434;825;5;7;552;26;1849
220194 BOQUEIRAO DO PIAUI;893;862;6;4;504;28;2297
220196 BRASILEIRA;728;785;4;8;744;55;2324
220198 BREJO DO PIAUI;445;606;2;1;252;14;1320
220200 BURITI DOS LOPES;3651;1925;9;16;2563;220;8384
220202 BURITI DOS MONTES;718;982;2;1;401;67;2171
220205 CABECEIRAS DO PIAUI;848;1346;4;13;837;70;3118
220207 CAJAZEIRAS DO PIAUI;368;325;1;3;242;11;950
220208 CAJUEIRO DA PRAIA;1002;538;3;3;773;44;2363
220209 CALDEIRAO GRANDE DO PIAUI;713;787;1;5;191;7;1704
220210 CAMPINAS DO PIAUI;686;718;4;8;292;21;1729
220211 CAMPO ALEGRE DO FIDALGO;572;800;4;2;218;20;1616
220213 CAMPO GRANDE DO PIAUI;918;828;8;7;260;9;2030
220217 CAMPO LARGO DO PIAUI;943;816;2;5;800;38;2604
220220 CAMPO MAIOR;5410;7178;15;38;3174;200;16015
220225 CANAVIEIRA;578;448;2;2;203;19;1252
220230 CANTO DO BURITI;2746;2772;7;18;1546;77;7166
220240 CAPITAO DE CAMPOS;1136;1719;8;17;998;68;3946
220245 CAPITAO GERVASIO OLIVEIRA;551;565;1;2;151;24;1294
220250 CARACOL;730;2165;8;13;1053;67;4036
220253 CARAUBAS DO PIAUI;970;393;1;5;627;42;2038
220255 CARIDADE DO PIAUI;717;617;3;1;412;19;1769
220260 CASTELO DO PIAUI;3343;2849;13;14;1239;112;7570
220265 CAXINGO;860;442;1;3;789;46;2141
220270 COCAL;4424;2623;14;17;3061;188;10327
220271 COCAL DE TELHA;634;723;4;4;314;18;1697
220272 COCAL DOS ALVES;702;558;-;5;583;26;1874
220273 COIVARAS;357;517;2;7;280;22;1185
220275 COLONIA DO GURGUEIA;903;792;4;4;453;31;2187
220277 COLONIA DO PIAUI;651;1140;2;10;409;51;2263
220280 CONCEICAO DO CANINDE;902;485;7;4;288;16;1702
220285 CORONEL JOSE DIAS;312;722;1;5;299;13;1352
220290 CORRENTE;4225;3674;19;26;2371;221;10536
220300 CRISTALANDIA DO PIAUI;1113;1051;6;3;702;85;2960
220310 CRISTINO CASTRO;1718;1452;11;16;868;168;4233
220320 CURIMATA;1901;1753;11;8;1154;86;4913
220323 CURRAIS;683;960;1;6;410;33;2093
220325 CURRALINHOS;400;427;2;4;428;46;1307
220327 CURRAL NOVO DO PIAUI;761;538;4;2;472;23;1800
220330 DEMERVAL LOBAO;1521;1994;15;17;1421;123;5091
220335 DIRCEU ARCOVERDE;471;1077;4;3;543;46;2144
220340 DOM EXPEDITO LOPES;661;1006;4;8;278;8;1965
220342 DOMINGOS MOURAO;563;508;4;2;445;38;1560
220345 DOM INOCENCIO;683;996;4;9;626;48;2366
220350 ELESBAO VELOSO;1738;1950;16;11;624;140;4479
220360 ELISEU MARTINS;725;373;2;5;283;18;1406
220370 ESPERANTINA;5531;5246;11;31;4725;175;15719
220375 FARTURA DO PIAUI;415;743;4;5;524;42;1733
220380 FLORES DO PIAUI;675;602;-;3;279;17;1576
220385 FLORESTA DO PIAUI;205;311;4;-;117;1;638
220390 FLORIANO;9711;9123;29;54;3221;151;22289
220400 FRANCINOPOLIS;656;710;8;5;234;37;1650
220410 FRANCISCO AYRES;578;690;2;2;240;6;1518
220415 FRANCISCO MACEDO;307;414;3;3;90;6;823
220420 FRANCISCO SANTOS;835;1419;7;7;236;7;2511
220430 FRONTEIRAS;984;1906;7;12;663;60;3632
220435 GEMINIANO;645;957;3;7;325;5;1942
220440 GILBUES;2168;1302;12;15;851;125;4473
220450 GUADALUPE;1859;1290;7;12;799;51;4018
220455 GUARIBAS;279;1087;4;6;470;22;1868
220460 HUGO NAPOLEAO;379;492;3;4;253;29;1160
220465 ILHA GRANDE;1754;705;6;8;1163;59;3695
220470 INHUMA;1455;2637;16;28;733;55;4924
220480 IPIRANGA DO PIAUI;1188;1457;5;12;477;12;3151
220490 ISAIAS COELHO;1308;1059;10;8;585;65;3035
220500 ITAINOPOLIS;1121;1484;9;6;467;12;3099
220510 ITAUEIRA;1354;1523;5;5;631;42;3560
220515 JACOBINA DO PIAUI;786;702;4;1;340;26;1859
220520 JAICOS;2741;3176;11;17;1000;234;7179
220525 JARDIM DO MULATO;381;499;1;2;254;25;1162
220527 JATOBA DO PIAUI;480;786;2;2;279;20;1569
220530 JERUMENHA;764;490;1;7;278;7;1547
220535 JOAO COSTA;339;437;1;3;139;14;933
220540 JOAQUIM PIRES;2147;1504;6;3;1597;116;5373
220545 JOCA MARQUES;968;499;1;3;518;32;2021
220550 JOSE DE FREITAS;3751;6502;17;38;3170;283;13761
220551 JUAZEIRO DO PIAUI;653;713;1;4;313;29;1713
220552 JULIO BORGES;771;627;5;2;484;28;1917
220553 JUREMA;406;937;8;6;482;16;1855
220554 LAGOINHA DO PIAUI;301;389;5;6;169;7;877
220555 LAGOA ALEGRE;926;857;7;9;834;95;2728
220556 LAGOA DO BARRO DO PIAUI;515;734;3;4;361;49;1666
220557 LAGOA DE SAO FRANCISCO;630;879;2;3;411;53;1978
220558 LAGOA DO PIAUI;337;428;2;4;395;44;1210
220559 LAGOA DO SITIO;471;841;2;4;215;7;1540
220560 LANDRI SALES;1123;495;-;8;249;7;1882
220570 LUIS CORREIA;5116;2695;14;16;3211;157;11209
220580 LUZILANDIA;4688;2751;13;12;2247;176;9887
220585 MADEIRO;1392;928;4;2;885;40;3251
220590 MANOEL EMIDIO;658;775;3;2;402;17;1857
220595 MARCOLANDIA;1882;885;10;7;356;11;3151
220600 MARCOS PARENTE;887;509;3;8;231;10;1648
220605 MASSAPE DO PIAUI;710;811;3;2;240;66;1832
220610 MATIAS OLIMPIO;1857;1216;6;4;1214;57;4354
220620 MIGUEL ALVES;4410;4528;23;28;3536;496;13021
220630 MIGUEL LEAO;118;175;-;1;95;6;395
220635 MILTON BRANDAO;558;1000;7;2;311;51;1929
220640 MONSENHOR GIL;1024;1063;7;8;849;91;3042
220650 MONSENHOR HIPOLITO;999;1206;3;6;372;6;2592
220660 MONTE ALEGRE DO PIAUI;1593;1292;7;3;837;286;4018
220665 MORRO CABECA NO TEMPO;599;547;4;6;359;13;1528
220667 MORRO DO CHAPEU DO PIAUI;781;780;4;4;810;31;2410
220669 MURICI DOS PORTELAS;1245;523;1;5;909;135;2818
220670 NAZARE DO PIAUI;1005;1037;5;5;307;46;2405
220672 NAZARIA;540;455;2;6;976;32;2011
220675 NOSSA SENHORA DE NAZARE;408;636;1;6;278;28;1357
220680 NOSSA SENHORA DOS REMEDIOS;1519;1140;4;16;1051;92;3822
220690 NOVO ORIENTE DO PIAUI;597;1076;7;4;198;1;1883
220695 NOVO SANTO ANTONIO;209;331;2;1;183;16;742
220700 OEIRAS;4389;6096;15;36;2317;120;12973
220710 OLHO D'AGUA DO PIAUI;372;379;1;4;203;23;982
220720 PADRE MARCOS;1031;891;5;11;327;28;2293
220730 PAES LANDIM;667;669;-;5;187;15;1543
220735 PAJEU DO PIAUI;273;393;-;5;119;7;797
220740 PALMEIRA DO PIAUI;607;853;2;6;416;44;1928
220750 PALMEIRAIS;1857;1344;9;14;1248;210;4682
220755 PAQUETA;330;680;4;-;153;8;1175
220760 PARNAGUA;2032;1262;7;7;867;137;4312
220770 PARNAIBA;24136;15096;82;127;15407;727;55575
220775 PASSAGEM FRANCA DO PIAUI;600;485;1;5;338;46;1475
220777 PATOS DO PIAUI;726;669;4;4;274;19;1696
220779 PAU D'ARCO DO PIAUI;296;356;1;3;220;24;900
220780 PAULISTANA;4032;2699;17;25;1751;114;8638
220785 PAVUSSU;430;500;1;3;199;8;1141
220790 PEDRO II;5457;6652;31;36;2107;527;14810
220793 PEDRO LAURENTINO;283;488;2;-;77;7;857
220795 NOVA SANTA RITA;546;828;2;4;197;21;1598
220800 PICOS;8636;14557;47;88;3411;91;26830
220810 PIMENTEIRAS;1340;1623;11;9;582;42;3607
220820 PIO IX;1918;3161;5;26;1174;99;6383
220830 PIRACURUCA;4872;2269;20;45;2901;53;10160
220840 PIRIPIRI;7474;7064;53;81;7252;538;22462
220850 PORTO;2491;1444;3;18;1581;134;5671
220855 PORTO ALEGRE DO PIAUI;528;233;1;1;165;7;935
220860 PRATA DO PIAUI;260;456;4;1;236;23;980
220865 QUEIMADA NOVA;1201;810;5;4;628;26;2674
220870 REDENCAO DO GURGUEIA;1714;1279;5;9;772;82;3861
220880 REGENERACAO;3140;2218;9;15;1309;131;6822
220885 RIACHO FRIO;835;506;7;4;418;50;1820
220887 RIBEIRA DO PIAUI;481;640;2;5;179;19;1326
220890 RIBEIRO GONCALVES;628;1372;6;4;605;49;2664
220900 RIO GRANDE DO PIAUI;897;734;1;5;439;28;2104
220910 SANTA CRUZ DO PIAUI;984;824;6;10;271;7;2102
220915 SANTA CRUZ DOS MILAGRES;357;402;1;1;158;19;938
220920 SANTA FILOMENA;1372;562;4;3;373;182;2496
220930 SANTA LUZ;581;1129;6;3;413;47;2179
220935 SANTANA DO PIAUI;382;780;2;1;167;5;1337
220937 SANTA ROSA DO PIAUI;529;844;5;6;310;23;1717
220940 SANTO ANTONIO DE LISBOA;698;925;6;6;257;7;1899
220945 SANTO ANTONIO DOS MILAGRES;145;418;-;2;141;20;726
220950 SANTO INACIO DO PIAUI;350;506;3;2;237;14;1112
220955 SAO BRAZ DO PIAUI;362;636;3;4;374;18;1397
220960 SAO FELIX DO PIAUI;155;309;2;-;128;17;611
220965 SAO FRANCISCO DE ASSIS DO PIAUI;642;943;3;-;212;23;1823
220970 SAO FRANCISCO DO PIAUI;888;726;6;5;362;14;2001
220975 SAO GONCALO DO GURGUEIA;467;204;2;3;212;14;902
220980 SAO GONCALO DO PIAUI;428;719;6;6;373;44;1576
220985 SAO JOAO DA CANABRAVA;458;786;4;3;192;11;1454
220987 SAO JOAO DA FRONTEIRA;669;550;4;5;646;40;1914
220990 SAO JOAO DA SERRA;650;810;4;3;329;58;1854
220995 SAO JOAO DA VARJOTA;678;582;4;2;310;21;1597
220997 SAO JOAO DO ARRAIAL;1167;914;5;5;1091;65;3247
221000 SAO JOAO DO PIAUI;3493;3402;20;12;1020;150;8097
221005 SAO JOSE DO DIVINO;922;361;3;4;503;10;1803
221010 SAO JOSE DO PEIXE;612;492;3;1;181;10;1299
221020 SAO JOSE DO PIAUI;716;1308;5;7;316;12;2364
221030 SAO JULIAO;788;839;10;7;287;13;1944
221035 SAO LOURENCO DO PIAUI;216;785;4;4;204;17;1230
221037 SAO LUIS DO PIAUI;203;497;1;1;85;3;790
221038 SAO MIGUEL DA BAIXA GRANDE;128;273;1;2;109;22;535
221039 SAO MIGUEL DO FIDALGO;486;345;3;1;182;10;1027
221040 SAO MIGUEL DO TAPUIO;3133;1963;8;11;1032;195;6342
221050 SAO PEDRO DO PIAUI;1601;1898;8;16;1202;135;4860
221060 SAO RAIMUNDO NONATO;3356;6179;20;59;3426;151;13191
221062 SEBASTIAO BARROS;657;578;4;6;299;37;1581
221063 SEBASTIAO LEAL;332;790;3;3;191;7;1326
221065 SIGEFREDO PACHECO;813;1201;3;5;533;41;2596
221070 SIMOES;2217;2230;9;11;1211;21;5699
221080 SIMPLICIO MENDES;1581;1783;10;18;947;56;4395
221090 SOCORRO DO PIAUI;580;621;1;3;146;23;1374
221093 SUSSUAPARA;527;1142;7;9;292;13;1990
221095 TAMBORIL DO PIAUI;386;415;-;1;268;6;1076
221097 TANQUE DO PIAUI;237;356;2;2;174;9;780
221100 TERESINA;93302;146084;684;1076;71106;8534;320786
221110 UNIAO;6420;5127;33;64;5135;473;17252
221120 URUCUI;3418;3311;14;14;2607;87;9451
