 Nascidos vivos - Brasil;;;;;;;;;
Nascim p/resid.mãe por Município e Duração gestação;;;;;;;;;
Período:2000-2022;;;;;;;;;
Município;Menos de 22 semanas;De 22 a 27 semanas;De 28 a 31 semanas;De 32 a 36 semanas;De 28 a 36 semanas, não especificado;De 37 a 41 semanas;42 semanas ou mais;Ignorado;Total
351320 CRISTAIS PAULISTA;2;5;27;183;-;2182;12;29;2440
351330 CRUZALIA;-;8;9;42;-;484;2;3;548
351340 CRUZEIRO;16;93;147;1818;-;21489;217;364;24144
351350 CUBATAO;14;181;439;3539;-;38332;311;246;43062
351360 CUNHA;2;16;63;448;-;5548;66;215;6358
351370 DESCALVADO;1;28;73;597;136;7477;128;25;8465
351380 DIADEMA;50;810;1485;11932;-;129553;1475;728;146033
351385 DIRCE REIS;-;-;4;35;-;335;5;14;393
351390 DIVINOLANDIA;-;14;26;224;-;2816;50;46;3176
351400 DOBRADA;1;8;16;187;-;2412;8;7;2639
351410 DOIS CORREGOS;6;32;74;544;-;7169;114;122;8061
351420 DOLCINOPOLIS;1;2;4;36;-;450;13;12;518
351430 DOURADO;2;14;18;177;-;1916;33;16;2176
351440 DRACENA;2;42;110;771;-;10203;101;56;11285
351450 DUARTINA;-;17;47;220;-;3103;24;48;3459
351460 DUMONT;-;14;29;210;-;2000;17;7;2277
351470 ECHAPORA;2;6;15;156;1;1728;24;7;1939
351480 ELDORADO;1;10;42;358;-;4626;174;245;5456
351490 ELIAS FAUSTO;1;12;36;376;1;4293;69;31;4819
351492 ELISIARIO;-;3;6;63;-;686;5;6;769
351495 EMBAUBA;-;5;5;54;-;508;4;2;578
351500 EMBU DAS ARTES;31;516;987;7862;4;87832;952;1403;99587
351510 EMBU-GUACU;10;109;180;1742;1;19133;381;269;21825
351512 EMILIANOPOLIS;-;2;7;67;-;638;4;11;729
351515 ENGENHEIRO COELHO;2;28;51;478;-;4675;77;98;5409
351518 ESPIRITO SANTO DO PINHAL;2;49;104;1219;-;9744;151;63;11332
351519 ESPIRITO SANTO DO TURVO;2;2;13;121;-;1184;20;152;1494
351520 ESTRELA D'OESTE;2;9;19;145;-;1966;44;7;2192
351530 ESTRELA DO NORTE;-;3;2;78;-;657;8;82;830
351535 EUCLIDES DA CUNHA PAULISTA;3;13;25;170;-;2707;29;19;2966
351540 FARTURA;1;17;49;457;-;3994;125;22;4665
351550 FERNANDOPOLIS;7;68;127;1160;3;15747;55;34;17201
351560 FERNANDO PRESTES;-;5;17;101;-;1104;14;20;1261
351565 FERNAO;-;-;5;40;-;365;5;8;423
351570 FERRAZ DE VASCONCELOS;16;304;574;4399;-;58601;776;667;65337
351580 FLORA RICA;-;1;3;36;-;382;8;3;433
351590 FLOREAL;-;3;6;57;-;477;10;2;555
351600 FLORIDA PAULISTA;1;16;34;173;-;2633;28;84;2969
351610 FLORINIA;-;4;3;71;-;735;6;4;823
351620 FRANCA;80;592;1007;8938;-;96918;283;1437;109255
351630 FRANCISCO MORATO;19;316;627;5180;-;56977;1153;819;65091
351640 FRANCO DA ROCHA;17;213;466;3927;-;42734;876;526;48759
351650 GABRIEL MONTEIRO;-;2;9;41;-;606;3;7;668
351660 GALIA;3;13;19;134;-;1576;25;8;1778
351670 GARCA;5;55;122;743;-;11801;117;30;12873
351680 GASTAO VIDIGAL;-;3;13;119;-;998;15;5;1153
351685 GAVIAO PEIXOTO;2;9;13;83;-;1301;21;11;1440
351690 GENERAL SALGADO;-;15;17;240;-;2196;93;20;2581
351700 GETULINA;1;20;33;237;-;2227;61;106;2685
351710 GLICERIO;1;5;10;130;-;1144;14;5;1309
351720 GUAICARA;-;23;45;349;-;2770;106;91;3384
351730 GUAIMBE;3;15;18;165;-;1593;27;22;1843
351740 GUAIRA;5;61;72;820;-;10160;46;18;11182
351750 GUAPIACU;1;22;60;550;-;4253;28;33;4947
351760 GUAPIARA;2;26;60;454;2;5541;114;500;6699
351770 GUARA;1;39;58;503;-;5186;90;326;6203
351780 GUARACAI;1;20;20;254;-;1625;45;43;2008
351790 GUARACI;4;10;21;208;-;2646;20;35;2944
351800 GUARANI D'OESTE;-;1;3;31;1;418;6;5;465
351810 GUARANTA;1;9;25;151;1;1746;24;42;1999
351820 GUARARAPES;3;35;65;698;-;7691;75;73;8640
351830 GUARAREMA;6;43;84;658;1;8410;161;236;9599
351840 GUARATINGUETA;15;158;256;2383;1;29930;208;2001;34952
351850 GUAREI;-;18;22;236;-;3140;36;65;3517
351860 GUARIBA;3;57;114;971;-;10954;127;65;12291
351870 GUARUJA;48;447;997;7906;-;95901;1099;831;107229
351880 GUARULHOS;137;2245;4380;39577;2;420326;4098;8493;479258
351885 GUATAPARA;-;12;29;200;-;1980;39;12;2272
351890 GUZOLANDIA;-;6;16;94;-;1203;7;51;1377
351900 HERCULANDIA;2;9;26;181;-;2335;14;13;2580
351905 HOLAMBRA;-;17;34;323;-;3812;34;37;4257
351907 HORTOLANDIA;28;289;609;5267;8;57112;618;406;64337
351910 IACANGA;1;15;22;184;-;2423;34;257;2936
351920 IACRI;2;10;11;103;-;1393;12;11;1542
351925 IARAS;-;2;15;99;-;1365;41;43;1565
351930 IBATE;-;44;88;817;3;10166;64;48;11230
351940 IBIRA;-;12;21;305;-;2600;24;18;2980
351950 IBIRAREMA;2;9;15;139;-;1687;16;8;1876
351960 IBITINGA;-;69;130;1167;-;13845;177;451;15839
351970 IBIUNA;13;109;213;1679;3;22518;432;566;25533
351980 ICEM;-;11;28;266;-;2106;11;11;2433
351990 IEPE;1;16;18;190;-;1989;35;11;2260
352000 IGARACU DO TIETE;4;23;101;463;1;6307;98;38;7035
352010 IGARAPAVA;7;44;58;642;2;6914;77;155;7899
352020 IGARATA;1;7;29;203;-;2798;53;49;3140
352030 IGUAPE;7;36;74;703;-;8293;295;116;9524
352040 ILHABELA;3;35;73;747;-;9848;165;54;10925
352042 ILHA COMPRIDA;2;18;19;215;-;2469;115;35;2873
352044 ILHA SOLTEIRA;4;25;59;450;-;5203;227;393;6361
352050 INDAIATUBA;34;247;493;5557;-;58806;932;240;66309
352060 INDIANA;-;6;10;125;-;1135;18;16;1310
352070 INDIAPORA;-;-;12;66;-;808;34;27;947
352080 INUBIA PAULISTA;1;2;5;87;-;669;128;1;893
352090 IPAUSSU;7;35;56;335;2;3674;79;140;4328
352100 IPERO;4;46;77;763;-;6809;153;39;7891
352110 IPEUNA;-;8;16;152;-;1735;11;23;1945
352115 IPIGUA;-;5;13;142;-;1150;3;3;1316
352120 IPORANGA;-;7;11;101;-;1217;54;35;1425
352130 IPUA;4;23;34;308;-;4039;41;67;4516
352140 IRACEMAPOLIS;-;19;41;471;-;5000;57;146;5734
352150 IRAPUA;-;9;15;136;-;1722;17;17;1916
352160 IRAPURU;2;9;9;130;-;1387;36;8;1581
352170 ITABERA;3;30;54;444;-;5088;74;85;5778
352180 ITAI;2;42;84;595;-;6913;142;43;7821
352190 ITAJOBI;-;24;37;313;-;3346;31;19;3770
352200 ITAJU;-;4;9;63;-;699;12;28;815
352210 ITANHAEM;11;121;253;2517;-;27896;588;195;31581
352215 ITAOCA;-;7;11;70;-;870;25;68;1051
352220 ITAPECERICA DA SERRA;26;298;637;5189;-;59143;879;517;66689
